908,SC7868i,Emily Grady,2848
909,HP Office Recycled Paper (20Lb. and 87 Bright),Anna Andreadi,5504
910,KF 788,Anna Andreadi,5504
911,Logitech Internet Navigator Keyboard,Emily Grady,8390
912,ACCOHIDE® Binder by Acco,Barbara Fisher,8545
913,"O'Sullivan Elevations Bookcase, Cherry Finish",Barbara Fisher,8545
914,Serrated Blade or Curved Handle Hand Letter Openers,Emily Grady,9573
915,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Kelly Williams,9892
916,Keytronic 105-Key Spanish Keyboard,Sonia Sunley,10048
917,"*Staples* vLetter Openers, 2/Pack",Sonia Sunley,10048
918,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Sonia Sunley,10144
919,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Sonia Sunley,10144
920,Global Adaptabilities™ Conference Tables,Sonia Sunley,10144
921,Motorola SB4200 Cable Modem,Sonia Sunley,10432
922,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Jocasta Rupert,10661
923,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Sonia Sunley,12806
924,Wilson Jones DublLock® D-Ring Binders,Kelly Williams,13158
925,Strathmore Photo Mount Cards,Anna Andreadi,13507
926,Xerox 1978,Rick Duston,14375
927,"GBC White Gloss Covers, Plain Front",Sonia Sunley,14627
928,GBC DocuBind 200 Manual Binding Machine,Angele Hood,14852
929,Self-Adhesive Address Labels for Typewriters by Universal,Sonia Sunley,16230
930,"O'Sullivan Elevations Bookcase, Cherry Finish",Sonia Sunley,16230
931,Xerox 1891,Sonia Sunley,16230
932,Fellowes Recycled Storage Drawers,Sonia Sunley,16230
933,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Sonia Sunley,19074
934,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Dennis Bolton,20194
935,Newell 312,Stewart Carmichael,21024
936,Avery 487,Dennis Bolton,21509
937,Avery 487,Sonia Sunley,21856
938,Serrated Blade or Curved Handle Hand Letter Openers,Sonia Sunley,21856
939,"Eureka Hand Vacuum, Bagless",Stewart Carmichael,22119
940,Airmail Envelopes,Kelly Williams,22534
941,Keytronic French Keyboard,Sonia Sunley,22629
942,TDK 4.7GB DVD-R,Kelly Williams,23011
943,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Sonia Sunley,24070
944,Hon Olson Stacker Stools,Sonia Sunley,24070
945,Newell 314,Sonia Sunley,24070
946,Global Ergonomic Managers Chair,Sonia Sunley,24737
947,Xerox 1995,Sonia Sunley,24737
948,Belkin 8 Outlet Surge Protector,Anna Andreadi,26373
949,Canon Image Class D660 Copier,Seth Vernon,26978
950,Xerox 1919,Seth Vernon,26978
951,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Seth Vernon,26978
952,Accessory27,Alex Avila,27174
953,Berol Giant Pencil Sharpener,Sarah Foster,27876
954,Verbatim DVD-R 4.7GB authoring disc,Alex Avila,28582
955,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Alex Avila,28582
956,Xerox 227,Anna Andreadi,28868
957,"Sauder Forest Hills Library, Woodland Oak Finish",Angele Hood,29857
958,GBC VeloBinder Electric Binding Machine,Sonia Sunley,29921
959,Accessory4,Kelly Williams,30659
960,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Anna Andreadi,30660
961,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Alex Avila,30883
962,Microsoft Internet Keyboard,Jim Karlsson,32871
963,Xerox 1962,Sonia Sunley,33600
964,636,Alex Avila,33632
965,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Lisa DeCherney,33665
966,Wilson Jones Easy Flow II™ Sheet Lifters,Barbara Fisher,34434
967,Avery White Multi-Purpose Labels,Barbara Fisher,34434
968,Accessory25,Barbara Fisher,34753
969,Xerox 199,Lisa DeCherney,35364
970,Bretford Rectangular Conference Table Tops,Lisa DeCherney,35364
971,Bush Advantage Collection® Racetrack Conference Table,Lisa DeCherney,35364
972,T28 WORLD,Lisa DeCherney,35364
973,Hon Comfortask® Task/Swivel Chairs,Barbara Fisher,35812
974,Fellowes 17-key keypad for PS/2 interface,Barbara Fisher,35812
975,Xerox 1938,Barbara Fisher,35812
976,"Executive Impressions 12"" Wall Clock",Alex Avila,37063
977,1726 Digital Answering Machine,Roy Skaria,37281
978,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Angele Hood,37798
979,Rediform S.O.S. Phone Message Books,Seth Vernon,38017
980,StarTAC 3000,Seth Vernon,38017
981,Staples® General Use 3-Ring Binders,Sarah Foster,38272
982,Adesso Programmable 142-Key Keyboard,Kelly Williams,39301
983,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Dennis Bolton,39367
984,Ampad #10 Peel & Seel® Holiday Envelopes,Dennis Bolton,39367
985,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Roy Skaria,39655
986,Durable Pressboard Binders,Jim Karlsson,40803
987,"Global Leather and Oak Executive Chair, Black",Jim Karlsson,40803
988,3M Organizer Strips,Barbara Fisher,40806
989,Xerox 1983,Anna Andreadi,43523
990,Advantus Map Pennant Flags and Round Head Tacks,Seth Vernon,44199
991,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Alex Avila,44231
992,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Alex Avila,44231
993,5185,Alex Avila,44231
994,Hon Every-Day® Chair Series Swivel Task Chairs,Sonia Sunley,45573
995,Avery 494,Lisa DeCherney,45763
996,Xerox 1905,Dennis Bolton,48165
997,Dana Halogen Swing-Arm Architect Lamp,Anthony O'Donnell,48197
998,Maxell DVD-RAM Discs,Barbara Fisher,48484
999,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Barbara Fisher,48484
1000,Computer Printout Paper with Letter-Trim Perforations,Barbara Fisher,48484
1001,StarTAC ST7868,Barbara Fisher,48484
1002,Novimex Turbo Task Chair,Barbara Fisher,49153
1003,Panasonic KX-P3626 Dot Matrix Printer,Dennis Bolton,49412
1004,TI 36X Solar Scientific Calculator,Lisa DeCherney,49761
1005,Belkin F9M820V08 8 Outlet Surge,Sarah Foster,50310
1006,"Global Leather Task Chair, Black",Sarah Foster,50310
1007,"Fellowes Basic 104-Key Keyboard, Platinum",Sarah Foster,50310
1008,Fellowes Super Stor/Drawer® Files,Anna Andreadi,51072
1009,Zoom V.92 USB External Faxmodem,Roy Skaria,51648
1010,Unpadded Memo Slips,Roy Skaria,51648
1011,Canon PC1060 Personal Laser Copier,Roy Skaria,52035
1012,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Dennis Bolton,52326
1013,GBC VeloBinder Strips,Alex Avila,52737
1014,Xerox 227,Roy Skaria,53216
1015,"Memorex 4.7GB DVD+RW, 3/Pack",Seth Vernon,54081
1016,"Memorex 4.7GB DVD+RW, 3/Pack",Barbara Fisher,54560
1017,MicroTAC 650,Barbara Fisher,54560
1018,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Peter Buhler,54947
1019,Hand-Finished Solid Wood Document Frame,Peter Buhler,54947
1020,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Dennis Bolton,55170
1021,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Roy Skaria,55777
1022,StarTAC 7760,Roy Skaria,55777
1023,Xerox 210,Alex Avila,56001
1024,Personal Creations™ Ink Jet Cards and Labels,Anthony O'Donnell,56640
1025,Xerox 1923,Anthony O'Donnell,56640
1026,"Peel & Seel® Recycled Catalog Envelopes, Brown",Seth Vernon,59393
1027,Staples Metal Binder Clips,Sonia Sunley,59712
1028,Hewlett-Packard 4.7GB DVD+R Discs,Daniel Lacy,59905
1029,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Daniel Lacy,59905
1030,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Daniel Lacy,59905
1031,I888 World Phone,Giulietta Weimer,322
1032,Xerox 1997,Giulietta Weimer,322
1033,GBC Therma-A-Bind 250T Electric Binding System,Mike Vittorini,962
1034,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Mike Vittorini,962
1035,Avery Printable Repositionable Plastic Tabs,Lela Donovan,1221
1036,GBC DocuBind TL300 Electric Binding System,Lela Donovan,1221
1037,Storex DuraTech Recycled Plastic Frosted Binders,Lela Donovan,1221
1038,GBC DocuBind 200 Manual Binding Machine,Shahid Shariari,1445
1039,Staples SlimLine Pencil Sharpener,Shahid Shariari,1445
1040,Hon Comfortask® Task/Swivel Chairs,Trudy Schmidt,1799
1041,Xerox 204,Trudy Schmidt,1799
1042,StarTAC 7760,Christopher Martinez,2720
1043,Newell 35,Mike Vittorini,3685
1044,Acco® Hot Clips™ Clips to Go,Marc Harrigan,3687
1045,Hoover Portapower™ Portable Vacuum,Christopher Martinez,3907
1046,"Wilson Jones Hanging View Binder, White, 1""",Shahid Shariari,4067
1047,Staples Brown Kraft Recycled Clasp Envelopes,Liz Price,4257
1048,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Lela Donovan,4261
1049,Xerox 1947,Lela Donovan,4261
1050,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Lela Donovan,4261
1051,Xerox 1950,Lela Donovan,4261
1052,"Eldon Regeneration Recycled Desk Accessories, Smoke",Mike Vittorini,4294
1053,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Shahid Shariari,4642
1054,Project Tote Personal File,Shahid Shariari,4642
1055,GBC ProClick™ 150 Presentation Binding System,Ralph Kennedy,4864
1056,Letter Size Cart,Rob Dowd,4996
1057,Accessory2,Ralph Kennedy,5121
1058,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Khloe Miller,5346
1059,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Khloe Miller,5346
1060,"Sauder Forest Hills Library, Woodland Oak Finish",Khloe Miller,5346
1061,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Shahid Hopkins,5473
1062,Kensington 6 Outlet Guardian Standard Surge Protector,Kristina Nunn,5698
1063,"#10 White Business Envelopes,4 1/8 x 9 1/2",Kristina Nunn,5698
1064,Avery 492,Ralph Kennedy,6144
1065,Bretford CR4500 Series Slim Rectangular Table,Ralph Kennedy,6144
1066,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Ricardo Emerson,6374
1067,Binder Clips by OIC,Ricardo Emerson,6374
1068,"Career Cubicle Clock, 8 1/4"", Black",Lela Donovan,7169
1069,V8162,Lela Donovan,7169
1070,Hoover WindTunnel™ Plus Canister Vacuum,Ricardo Emerson,7427
1071,Flexible Leather- Look Classic Collection Ring Binder,Ricardo Emerson,7427
1072,Okidata ML520 Series Dot Matrix Printers,Patrick O'Brill,8229
1073,"TOPS Voice Message Log Book, Flash Format",Patrick O'Brill,8229
1074,Avery 48,Patrick O'Brill,8290
1075,"Fellowes Basic 104-Key Keyboard, Platinum",Trudy Schmidt,8515
1076,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Thomas Brumley,8801
1077,270c,Thomas Brumley,8801
1078,Hon Olson Stacker Stools,Shahid Shariari,8992
1079,688,Shahid Shariari,8992
1080,6340,Shahid Shariari,8992
1081,Adesso Programmable 142-Key Keyboard,Vicky Freymann,9409
1082,DAX Clear Channel Poster Frame,Lela Donovan,10306
1083,"Eldon® Expressions™ Wood Desk Accessories, Oak",Khloe Miller,10470
1084,Xerox 1905,Mike Vittorini,10819
1085,Binder Posts,Trudy Schmidt,10916
1086,Canon P1-DHIII Palm Printing Calculator,Mike Vittorini,10944
1087,Microsoft Natural Keyboard Elite,Tony Chapman,11301
1088,Accessory41,Liz Price,11332
1089,i500plus,Liz Price,11332
1090,Presstex Flexible Ring Binders,Sarah Bern,11392
1091,Keytronic Designer 104- Key Black Keyboard,Mark Cousins,11745
1092,Eldon Simplefile® Box Office®,Shahid Hopkins,11875
1093,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Mark Cousins,11907
1094,"Global High-Back Leather Tilter, Burgundy",Giulietta Weimer,12129
1095,White GlueTop Scratch Pads,Patrick O'Brill,12579
1096,Accessory25,Mark Cousins,12743
1097,Belkin ErgoBoard™ Keyboard,Daniel Byrd,12902
1098,Newell 346,Rob Dowd,13380
1099,Avery Hi-Liter® Fluorescent Desk Style Markers,Mike Vittorini,13606
1100,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,John Murray,13889
1101,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Khloe Miller,13984
1102,"80 Minute CD-R Spindle, 100/Pack - Staples",Kristina Nunn,13986
1103,Acco Suede Grain Vinyl Round Ring Binder,Ralph Kennedy,14240
1104,Staples Battery-Operated Desktop Pencil Sharpener,Lela Donovan,14276
1105,3M Polarizing Light Filter Sleeves,Ralph Kennedy,14471
1106,Xerox 220,Ralph Kennedy,14471
1107,"Global Leather Task Chair, Black",Lena Hernandez,14529
1108,"Master Caster Door Stop, Brown",Lena Hernandez,14529
1109,"Bush Westfield Collection Bookcases, Fully Assembled",Shahid Hopkins,14948
1110,6162i,Kristina Nunn,16161
1111,Staples Bulldog Clip,Kristina Nunn,16161
1112,Wausau Papers Astrobrights® Colored Envelopes,Greg Maxwell,16257
1113,"Fellowes Mobile Numeric Keypad, Graphite",Vicky Freymann,16806
1114,iDENi80s,Vicky Freymann,16806
1115,5190,Rob Dowd,17344
1116,M70,Lena Hernandez,17382
1117,Acco 6 Outlet Guardian Premium Surge Suppressor,Lela Donovan,17507
1118,Epson LQ-570e Dot Matrix Printer,Lela Donovan,17507
1119,Belkin MediaBoard 104- Keyboard,Mark Cousins,17702
1120,G.E. Halogen Desk Lamp Bulbs,Ricardo Emerson,17831
1121,Xerox 1947,Ricardo Emerson,17831
1122,Imation 5.2GB DVD-RAM,Liz Price,18179
1123,Avery 481,Liz Price,18179
1124,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Liz Price,18179
1125,Canon MP41DH Printing Calculator,Rob Dowd,19044
1126,Filing/Storage Totes and Swivel Casters,Rob Dowd,19044
1127,Carina Double Wide Media Storage Towers in Natural & Black,Mark Cousins,19462
1128,Staples® General Use 3-Ring Binders,Giulietta Weimer,19936
1129,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Giulietta Weimer,19936
1130,"GE 4 Foot Flourescent Tube, 40 Watt",Liz Price,19972
1131,Eldon Image Series Black Desk Accessories,Sally Knutson,20038
1132,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Liz Price,20389
1133,Ultra Door Pull Handle,Liz Price,20389
1134,Xerox 1920,Liz Price,20389
1135,Avery 498,Gene Hale,20422
1136,Staples® General Use 3-Ring Binders,Shahid Shariari,20676
1137,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Justin Hirsh,20807
1138,Newell 342,Shahid Shariari,20838
1139,Fiskars® Softgrip Scissors,Shahid Shariari,20838
1140,Micro Innovations 104 Keyboard,Giulietta Weimer,20960
1141,Canon PC-428 Personal Copier,Lela Donovan,20961
1142,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Ralph Kennedy,21350
1143,Electrix Halogen Magnifier Lamp,Vicky Freymann,21572
1144,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Thomas Brumley,21671
1145,Hayes Optima 56K V.90 Internal Voice Modem,Ralph Kennedy,22657
1146,Advantus Map Pennant Flags and Round Head Tacks,Ralph Kennedy,22657
1147,Xerox 1979,Ralph Kennedy,23207
1148,Hoover Portapower™ Portable Vacuum,Khloe Miller,23940
1149,"Global Leather & Oak Executive Chair, Burgundy",Khloe Miller,23940
1150,Staples 6 Outlet Surge,Kristina Nunn,24450
1151,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Kristina Nunn,24450
1152,Xerox 1903,Kristina Nunn,24450
1153,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Mark Cousins,24580
1154,Eldon Pizzaz™ Desk Accessories,Mark Cousins,24580
1155,Bevis 36 x 72 Conference Tables,Sally Knutson,24833
1156,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Shahid Shariari,24933
1157,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Shahid Shariari,24933
1158,Hon 2111 Invitation™ Series Corner Table,Sally Knutson,25031
1159,Staples Copy Paper (20Lb. and 84 Bright),Sally Knutson,25031
1160,Bevis Rectangular Conference Tables,Sally Knutson,25633
1161,Belkin F9M820V08 8 Outlet Surge,Sally Knutson,25635
1162,"Master Caster Door Stop, Gray",Sally Knutson,25635
1163,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Justin Hirsh,25830
1164,Recycled Premium Regency Composition Covers,Justin Hirsh,25830
1165,Hammermill Color Copier Paper (28Lb. and 96 Bright),Khloe Miller,26342
1166,Xerox 1937,Khloe Miller,26342
1167,Xerox 1986,Khloe Miller,26342
1168,Accessory12,Shahid Shariari,26368
1169,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Ralph Kennedy,26372
1170,Microsoft Multimedia Keyboard,Giulietta Weimer,26756
1171,Xerox 1894,Giulietta Weimer,26756
1172,Xerox 210,Giulietta Weimer,26756
1173,BASF Silver 74 Minute CD-R,Heather Jas,26851
1174,Accessory32,Vicky Freymann,26981
1175,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Vicky Freymann,26981
1176,Canon PC-428 Personal Copier,Philisse Overcash,27298
1177,Xerox 190,Philisse Overcash,27298
1178,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Mark Cousins,27330
1179,Okidata ML390 Turbo Dot Matrix Printers,Mark Cousins,27330
1180,Colored Envelopes,Shahid Hopkins,27781
1181,"Career Cubicle Clock, 8 1/4"", Black",Khloe Miller,28225
1182,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Mark Cousins,28389
1183,Panasonic KX-P3200 Dot Matrix Printer,Mark Cousins,28389
1184,Hon 94000 Series Round Tables,Mark Cousins,28389
1185,Xerox 196,Mark Cousins,28898
1186,Xerox 1919,Trudy Schmidt,28901
1187,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Rob Dowd,29185
1188,Westinghouse Clip-On Gooseneck Lamps,Rob Dowd,29185
1189,Xerox 1893,Rob Dowd,29185
1190,Hewlett-Packard 2600DN Business Color Inkjet Printer,Neil Knudson,29408
1191,Staples Plastic Wall Frames,Khloe Miller,29985
1192,Vinyl Sectional Post Binders,Rob Dowd,29986
1193,12-1/2 Diameter Round Wall Clock,Cathy Armstrong,30147
1194,Round Ring Binders,Mark Cousins,30149
1195,"Metal Folding Chairs, Beige, 4/Carton",Mark Cousins,30149
1196,9-3/4 Diameter Round Wall Clock,Mark Cousins,30149
1197,StarTAC 6500,Thomas Brumley,30310
1198,i2000,Greg Maxwell,31426
1199,Ames Color-File® Green Diamond Border X-ray Mailers,Vicky Freymann,31872
1200,Hon Non-Folding Utility Tables,Vicky Freymann,31872
1201,Fiskars® Softgrip Scissors,Shahid Shariari,31874
1202,Bretford CR4500 Series Slim Rectangular Table,Shahid Shariari,31874
1203,"Global Leather Task Chair, Black",Shahid Shariari,31938
1204,"Master Giant Foot® Doorstop, Safety Yellow",Shahid Shariari,31938
1205,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Tony Chapman,32582
1206,Economy Binders,Neil Knudson,32611
1207,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Neil Knudson,32611
1208,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Neil Knudson,32611
1209,Xerox 1989,Neil Knudson,32611
1210,Avery 496,Neil Knudson,32901
1211,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Lela Donovan,33284
1212,Epson LQ-570e Dot Matrix Printer,Mike Vittorini,33287
1213,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Heather Jas,33732
1214,Staples Battery-Operated Desktop Pencil Sharpener,Justin Hirsh,34435
1215,Round Ring Binders,Rob Dowd,34852
1216,Tuff Stuff™ Recycled Round Ring Binders,Justin Hirsh,35649
1217,Xerox 1994,Justin Hirsh,35649
1218,Lock-Up Easel 'Spel-Binder',Lela Donovan,36480
1219,Avery 514,Ralph Kennedy,36803
1220,Eldon® Wave Desk Accessories,Ralph Kennedy,36803
1221,V8160,Ralph Kennedy,36803
1222,Hand-Finished Solid Wood Document Frame,Shahid Shariari,36805
1223,g520,Shahid Shariari,36805
1224,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Rob Dowd,36834
1225,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Chuck Clark,37410
1226,Avery Printable Repositionable Plastic Tabs,Giulietta Weimer,37729
1227,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Khloe Miller,37988
1228,TI 36X Solar Scientific Calculator,Shahid Shariari,38690
1229,Euro Pro Shark Stick Mini Vacuum,Justin Hirsh,38758
1230,Dana Halogen Swing-Arm Architect Lamp,Khloe Miller,39332
1231,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Ralph Kennedy,39745
1232,Belkin 6 Outlet Metallic Surge Strip,Shahid Hopkins,40134
1233,"Memorex 4.7GB DVD-RAM, 3/Pack",Shahid Hopkins,40134
1234,Xerox 1949,Shahid Hopkins,40134
1235,"Seth Thomas 12"" Clock w/ Goldtone Case",Chuck Clark,40164
1236,Xerox 1939,Bill Eplett,40608
1237,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Bill Eplett,40608
1238,Xerox 1894,Sarah Bern,40801
1239,Xerox 1979,Mark Cousins,40965
1240,Xerox 1894,Lena Hernandez,41286
1241,3M Organizer Strips,Shahid Shariari,41412
1242,3M Hangers With Command Adhesive,Khloe Miller,41569
1243,"Global High-Back Leather Tilter, Burgundy",Bill Eplett,41633
1244,Canon imageCLASS 2200 Advanced Copier,Tony Chapman,41895
1245,T28 WORLD,Bill Eplett,42112
1246,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Shahid Hopkins,42177
1247,DAX Solid Wood Frames,Shahid Hopkins,42177
1248,Xerox 1993,Cathy Armstrong,42339
1249,Xerox 1907,Bill Eplett,42342
1250,Imation DVD-RAM discs,Patrick O'Brill,42947
1251,Fellowes 17-key keypad for PS/2 interface,Giulietta Weimer,43079
1252,GBC DocuBind P100 Manual Binding Machine,Sally Knutson,43111
1253,Xerox 1974,Marc Harrigan,43140
1254,Serrated Blade or Curved Handle Hand Letter Openers,John Grady,44098
1255,"Seth Thomas 12"" Clock w/ Goldtone Case",Khloe Miller,44451
1256,Panasonic KP-150 Electric Pencil Sharpener,Tony Chapman,45059
1257,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Tony Chapman,45059
1258,ACCOHIDE® Binder by Acco,Ralph Kennedy,45155
1259,Serrated Blade or Curved Handle Hand Letter Openers,Ralph Kennedy,45155
1260,Verbatim DVD-R 4.7GB authoring disc,Trudy Schmidt,45317
1261,Hand-Finished Solid Wood Document Frame,Trudy Schmidt,45317
1262,Xerox 1894,Gene Hale,45731
1263,Accessory20,Gene Hale,45731
1264,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Sarah Bern,46849
1265,3M Polarizing Light Filter Sleeves,Justin Hirsh,47108
1266,Canon P1-DHIII Palm Printing Calculator,Justin Hirsh,47108
1267,Xerox 1896,Justin Hirsh,47108
1268,2180,Justin Hirsh,47108
1269,GBC VeloBinder Strips,Liz Price,47520
1270,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Liz Price,47520
1271,Xerox Blank Computer Paper,Liz Price,47520
1272,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Greg Maxwell,47527
1273,8890,Marc Harrigan,47713
1274,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Sally Knutson,47750
1275,Novimex Fabric Task Chair,Giulietta Weimer,48452
1276,U.S. Robotics 56K Internet Call Modem,Giulietta Weimer,48452
1277,"Eldon® Image Series Desk Accessories, Burgundy",Giulietta Weimer,48452
1278,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Giulietta Weimer,48452
1279,Binder Clips by OIC,Giulietta Weimer,48452
1280,"Imation Neon Mac Format Diskettes, 10/Pack",Kristina Nunn,49088
1281,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Kristina Nunn,49088
1282,Xerox 1893,Kristina Nunn,49088
1283,Staples File Caddy,Chuck Clark,49223
1284,Belkin 6 Outlet Metallic Surge Strip,Sally Knutson,49634
1285,"Memorex 4.7GB DVD+RW, 3/Pack",Sally Knutson,49634
1286,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Tanja Norvell,49987
1287,Bush Advantage Collection® Round Conference Table,Tanja Norvell,49987
1288,Avery Hole Reinforcements,Sarah Bern,50208
1289,Sharp EL500L Fraction Calculator,Liz Price,50338
1290,Accessory13,Vicky Freymann,50945
1291,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Philisse Overcash,51462
1292,TI 30X Scientific Calculator,Justin Hirsh,51494
1293,Belkin 105-Key Black Keyboard,Patrick O'Brill,51525
1294,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Patrick O'Brill,51525
1295,Avery Non-Stick Binders,Liz Price,52933
1296,Xerox 1920,Justin Hirsh,53025
1297,Coloredge Poster Frame,Cathy Armstrong,53894
1298,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Cathy Armstrong,53894
1299,5125,Cathy Armstrong,53894
1300,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Heather Jas,53953
1301,Belkin Premiere Surge Master II 8-outlet surge protector,Justin Hirsh,54304
1302,"Global Stack Chair without Arms, Black",Lena Hernandez,55075
1303,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Patrick O'Brill,55268
1304,"Hon Metal Bookcases, Putty",Kristina Nunn,55367
1305,Newell 309,Kristina Nunn,55367
1306,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Shahid Shariari,56321
1307,"Fellowes Mobile Numeric Keypad, Graphite",Justin Hirsh,56610
1308,Flat Face Poster Frame,Khloe Miller,56740
1309,12 Colored Short Pencils,Paul MacIntyre,56901
1310,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Patrick O'Brill,57314
1311,6340,Patrick O'Brill,57314
1312,Ultra Door Pull Handle,Mike Vittorini,57376
1313,3390,Mike Vittorini,57376
1314,Avery 510,Liz Price,57671
1315,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Paul MacIntyre,57700
1316,Xerox 194,John Grady,58407
1317,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Ricardo Emerson,58593
1318,Avery 474,Chuck Clark,58884
1319,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Chuck Clark,58884
1320,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Sarah Bern,58913
1321,Xerox 193,Kristina Nunn,58978
1322,Nu-Dell Executive Frame,Matt Abelman,229
1323,Newell 326,Sarah Jordon,706
1324,"O'Sullivan Elevations Bookcase, Cherry Finish",Sally Matthias,1285
1325,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Sally Matthias,1285
1326,Xerox 1973,Sally Matthias,1313
